id,username,email,role,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Location Longitude,Location Latitude,Status,Drive,Battery Level,Range
754,bryanmorgan,aarongreen@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2695.39,78,70034,04-03-2024,12:29:40,-31.906386,64.161443,1,Front,75,363.75
755,donna30,owensamber@ruiz-dalton.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2240.6,83.9,51142,03-09-2024,00:41:07,14.066234,17.651046,1,Rear,82,397.7
756,elizabeth15,graymelissa@mccall.net,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1236.6,83.9,12710,07-05-2024,14:30:06,-69.69778,-12.494115,1,Rear,47,227.95
757,hhampton,gilestiffany@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4753.72,82,83182,25-04-2024,02:54:02,-122.688643,-54.633814,0,Rear,43,208.55
758,harriswilliam,gibsonrichard@martin.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3158.5,78,39710,23-07-2024,23:05:45,84.500915,65.357329,0,Front,41,198.85
759,guerreroandrew,stephanie27@hill.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4360.27,78,78139,23-09-2024,01:24:25,-103.043798,-88.908691,1,Front,49,237.65
760,kgarrison,amyers@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3150.17,83.9,4838,24-07-2024,09:17:15,-134.495398,-38.348596,1,Rear,32,155.2
761,colleenbryant,qlee@adams-nguyen.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4904.41,82,50503,01-09-2024,17:12:30,-165.77269,-62.305381,0,AWD,38,184.3
762,matthew87,whitejill@cochran-arias.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2325.93,82,39594,04-03-2024,11:14:30,-96.206293,29.456256,0,AWD,51,247.35
763,rickysmith,summerellis@smith.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3565.78,82,75195,24-06-2024,01:05:58,63.340986,-47.80554,1,AWD,92,446.2
764,wrightnicholas,andersonkaren@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4803.69,82,49709,03-05-2024,16:18:11,95.558632,-61.821344,0,Rear,32,155.2
765,bobby53,walter18@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2911.68,78,48632,29-10-2024,04:56:35,45.93548,71.847648,1,Front,41,198.85
766,arellanomorgan,davidsawyer@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1336.92,78,59715,12-07-2024,04:53:42,29.01179,81.734764,1,Front,63,305.55
767,joshua66,susanhall@james.org,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3974.58,82,82411,24-07-2024,17:54:59,-144.03433,-33.457822,0,Rear,96,465.6
768,andersonbonnie,denniswilliams@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1372.71,82,24879,22-08-2024,21:34:33,-174.129879,65.174704,0,AWD,76,368.6
769,gabrieljenkins,reyesraymond@fry-carroll.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3162.15,78,23690,14-03-2024,20:57:08,43.518088,40.131611,0,Front,52,252.2
770,briannamclaughlin,maliktran@grimes-ross.net,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3762.56,82,61317,02-10-2024,00:49:36,-3.948853,-9.46642,1,AWD,49,237.65
771,nathannorman,david48@williams.org,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1672.25,82,32878,07-02-2024,20:11:07,4.24049,81.89031,0,Rear,33,160.05
772,theresagreene,richardjohnson@roberts.info,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3297.97,82,52785,27-02-2024,02:51:44,-19.37738,-7.787507,0,Rear,84,407.4
773,fryekevin,harrelljessica@jones.net,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4132.76,78,75855,11-07-2024,08:52:39,43.194026,53.692118,1,Front,60,291
774,landerson,marissa64@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4649.88,82,97793,01-11-2024,14:08:20,170.536468,-0.631492,0,Rear,88,426.8
775,kennethsmith,stonejesus@johnson.biz,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3048.8,82,56613,24-08-2024,00:57:56,62.441473,38.675894,1,AWD,34,164.9
776,angelica96,banksmeredith@ferguson-suarez.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4645.86,82,62610,12-09-2024,13:56:35,44.336348,40.325452,0,AWD,96,465.6
777,westricky,earmstrong@todd.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4942.65,82,1382,30-04-2024,19:22:00,18.342616,-53.415886,1,Rear,50,242.5
778,travis12,tamaradouglas@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3149.51,82,87070,28-08-2024,23:20:20,-53.716484,66.535064,1,AWD,38,184.3
779,smithtyler,dawnjones@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1562.58,82,8641,28-03-2024,09:18:52,16.585157,-79.10294,1,AWD,46,223.1
780,tammythomas,garzazachary@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4399.73,82,28021,27-06-2024,00:42:15,-94.684054,-24.46814,0,AWD,30,145.5
781,jessica44,mmitchell@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2935.68,82,36012,10-07-2024,19:47:27,-118.818675,-51.50405,1,AWD,75,363.75
782,ibrady,kimedwards@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3054.17,82,1174,25-09-2024,18:01:27,122.329066,18.996964,1,Rear,45,218.25
783,charles91,maddenhailey@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2311.1,78,12274,06-07-2024,05:17:41,-125.476044,-54.06116,0,Front,35,169.75
784,michellewatkins,michael34@jacobs.net,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3276.7,82,46902,16-07-2024,04:18:49,15.844813,-0.503116,0,Rear,82,397.7
785,amy11,tgreen@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,1774.13,82,51933,16-09-2024,15:38:12,-95.924254,86.018131,0,AWD,71,344.35
786,weeksbrandon,ssmith@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4833.85,82,77549,05-04-2024,22:11:37,155.403922,-4.055401,1,Rear,74,358.9
787,luis41,vangjohn@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2614.98,78,72057,28-02-2024,11:02:47,-149.721955,23.475137,1,Front,87,421.95
788,beckerbrianna,katierodgers@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4903.78,78,31767,18-07-2024,19:33:31,150.062285,29.55941,0,Front,63,305.55
789,rcohen,aferguson@myers.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4100.45,83.9,91964,11-05-2024,11:00:55,10.121192,-64.366003,0,Rear,89,431.65
790,heather93,matthewbutler@brown.org,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3360.04,78,61898,26-04-2024,23:37:24,75.414132,47.760627,1,Front,99,480.15
791,gillmary,wagnertammie@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1422.79,82,63804,17-01-2024,02:21:00,-103.170095,33.510749,0,AWD,83,402.55
792,wernerjennifer,michelle11@becker.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4447.48,78,50121,08-02-2024,06:28:24,-1.429027,-54.551542,1,Front,37,179.45
793,angela80,laurenallen@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2640.24,82,16138,13-02-2024,22:33:44,109.589891,36.323948,1,AWD,71,344.35
794,djohnson,andrewperez@gregory-alvarez.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4086.21,78,48127,03-10-2024,13:12:48,-5.298742,16.146338,0,Front,41,198.85
795,ybarber,samanthawoodard@wallace.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3353.93,78,51671,16-10-2024,01:56:52,3.980117,5.93506,1,Front,69,334.65
796,jessica94,alara@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1773.41,83.9,53905,10-03-2024,23:23:02,-142.929485,47.596594,1,Rear,34,164.9
797,xlivingston,taylorpatrick@nichols.net,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4029.38,83.9,59276,03-01-2024,17:49:51,120.610668,66.401952,1,Rear,35,169.75
798,dwilliams,bobfoster@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1879.21,82,1597,24-05-2024,01:02:30,-90.202175,-79.585111,1,Rear,61,295.85
799,hollandroy,smithjavier@vargas.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1753.21,83.9,97596,02-04-2024,18:44:40,49.213013,40.905365,0,Rear,34,164.9
800,michaeljohnson,eric37@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1668.35,82,75005,30-06-2024,00:03:34,92.665762,43.216889,0,Rear,79,383.15
801,jesse19,nwilliams@ferguson.info,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4320.85,78,46221,12-11-2024,11:58:37,60.282546,-38.585988,0,Front,64,310.4
802,jonathan49,floresjulie@campbell.net,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1955.79,82,12371,18-02-2024,04:41:09,48.77814,-16.505913,1,Rear,98,475.3
803,higginscaitlin,alyssa44@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1258.94,82,52685,06-06-2024,18:39:05,-18.05751,87.709659,1,AWD,77,373.45
804,edward79,edwardsrick@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4457.76,82,31268,11-11-2024,13:24:41,7.39761,67.839937,0,AWD,49,237.65
805,tpittman,westkenneth@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1386.5,78,20720,21-10-2024,21:49:13,-54.760322,31.349581,1,Front,49,237.65
806,andersonmichael,william01@friedman-becker.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2373.03,83.9,58332,30-03-2024,08:21:45,-27.02462,-7.852387,0,Rear,51,247.35
807,hendersonlisa,hbrown@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1048.58,78,75484,25-01-2024,09:31:09,-126.168759,-58.238324,1,Front,89,431.65
808,jonathanjones,kyle94@mckinney.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4711.71,83.9,28523,07-02-2024,17:24:43,152.828551,-75.090641,1,Rear,53,257.05
809,usilva,armstrongjill@hotmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3077.94,82,69276,04-09-2024,02:07:06,130.578543,-75.22134,1,AWD,50,242.5
810,vgraham,bcarpenter@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4153.71,82,51401,17-02-2024,00:12:13,171.052212,-59.441906,1,AWD,59,286.15
811,nicolereeves,courtney87@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2908.37,82,72189,03-01-2024,03:59:35,-165.902253,7.065968,0,AWD,65,315.25
812,lwilliams,zabbott@davis.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,3900.1,83.9,74381,13-03-2024,19:27:17,143.003391,-42.573192,1,Rear,30,145.5
813,ryan33,hannahmunoz@lewis-fleming.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,2140.44,82,74625,06-06-2024,12:22:27,-38.657761,-65.902783,1,Rear,87,421.95
814,lopezann,john26@bennett-villarreal.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3714.22,82,34355,05-03-2024,18:18:08,-5.172796,-14.517513,1,AWD,98,475.3
815,christyfletcher,denise02@parks.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2639.36,82,12811,07-04-2024,17:19:09,-104.284077,-59.145641,0,AWD,62,300.7
816,hendersonjacob,kelly34@keller-jacobs.net,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3565.11,82,20076,24-08-2024,00:03:37,75.731769,31.022933,0,Rear,30,145.5
817,urivera,megan52@brown-howe.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1547.35,78,57703,08-08-2024,05:41:47,26.649821,76.775357,1,Front,33,160.05
818,harrissusan,smithmarisa@rollins-lewis.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1138.04,83.9,24658,27-10-2024,08:10:08,-22.151741,81.156912,0,Rear,89,431.65
819,robinvasquez,erobinson@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2444.68,78,95656,15-07-2024,16:51:54,53.365642,-10.132192,1,Front,56,271.6
820,tmorales,schaeferscott@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2067.13,78,73706,20-05-2024,09:55:30,20.137571,24.35234,1,Front,92,446.2
821,vsalinas,claireflynn@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4762.18,82,83099,21-04-2024,01:43:40,-94.56191,82.153192,1,Rear,42,203.7
822,bowmankylie,andersontyler@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1928.77,83.9,89026,08-09-2024,07:14:27,29.557218,-81.269627,1,Rear,80,388
823,william67,nathanhowe@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3177.58,82,21459,06-01-2024,10:47:21,149.526588,-4.634128,1,Rear,49,237.65
824,glee,yware@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2577.85,83.9,54453,10-10-2024,01:30:17,51.289255,-21.157248,1,Rear,32,155.2
825,madams,danschaefer@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2096.74,82,92118,26-10-2024,15:26:13,-96.282523,52.573669,1,AWD,55,266.75
826,igoodman,scottrobin@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2947.11,78,56501,14-01-2024,13:36:29,-177.915987,14.162106,0,Front,54,261.9
827,lisa04,madisonhampton@phillips-anderson.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2425.7,78,77896,09-04-2024,22:56:39,23.144476,44.642361,1,Front,99,480.15
828,craighiggins,riverakeith@perez-smith.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1372.73,83.9,24415,23-09-2024,11:58:29,-123.632327,30.26087,0,Rear,42,203.7
829,derricklee,oevans@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2993.43,82,45197,03-06-2024,17:06:52,-132.163432,-16.368493,1,AWD,31,150.35
830,gbrown,jamiefox@banks.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4565.49,83.9,9334,30-05-2024,06:30:48,-123.137632,74.13898,0,Rear,82,397.7
831,uterry,barbara56@mcdonald-petty.org,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4776.19,82,70818,15-04-2024,16:08:45,57.407422,45.5379,0,AWD,45,218.25
832,zachary79,rlee@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2096.76,78,32147,02-01-2024,10:34:59,-66.566384,-74.210215,0,Front,61,295.85
833,jamesbrock,berrydonald@cruz.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,4891.75,82,13471,11-06-2024,13:07:47,-94.20094,-0.876075,1,AWD,36,174.6
834,jessica86,victor86@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1009.19,82,43463,18-10-2024,07:46:18,-83.417579,36.192338,0,AWD,39,189.15
835,lbell,ajordan@gmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1667.38,78,7356,30-05-2024,11:53:43,62.043272,65.164288,0,Front,32,155.2
836,abigail68,felicia51@reyes-scott.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2713.05,83.9,20673,09-03-2024,00:14:38,16.27849,-16.919598,0,Rear,62,300.7
837,casey89,adam33@hotmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,3823.01,82,53786,26-07-2024,07:57:32,58.907877,-70.662974,1,Rear,54,261.9
838,maryhoover,chavezsusan@lee-macias.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2895.95,82,35599,29-02-2024,06:49:27,-86.531587,-20.507809,0,AWD,44,213.4
839,cbrown,fernandezjill@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2220.55,82,4485,24-08-2024,22:29:35,175.710555,56.898671,0,AWD,50,242.5
840,lewiselizabeth,mlittle@carlson-parrish.org,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2939.71,82,64330,22-02-2024,21:21:03,103.20413,-60.577122,1,AWD,73,354.05
841,angelarodriguez,hlynch@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1019.1,82,39668,03-05-2024,19:33:54,19.701455,21.198441,1,AWD,70,339.5
842,michaelcarrillo,vanessa09@yahoo.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1196.61,82,65809,05-09-2024,08:45:55,-82.678129,-80.18698,1,Rear,76,368.6
843,erica59,dianereynolds@love.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4968.21,78,19786,09-09-2024,23:02:25,152.119423,-20.610818,1,Front,31,150.35
844,taragomez,abigail90@lee-collins.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3140.73,82,30301,07-02-2024,09:35:31,-25.906799,-71.810182,0,AWD,44,213.4
845,eortega,nstevens@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4904.39,82,15401,11-09-2024,08:02:46,178.747727,-19.509721,0,AWD,52,252.2
846,rrojas,adamboyd@anderson.net,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1305.14,78,52462,27-09-2024,01:39:35,111.021803,38.062951,0,Front,70,339.5
847,daniel62,garysnow@doyle.net,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4160.3,82,49881,05-10-2024,13:19:37,-34.780715,56.841482,0,Rear,99,480.15
848,gabriel67,coreyhendrix@gmail.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,1566.2,82,92224,01-01-2024,02:32:53,-65.032625,-27.068037,1,Rear,85,412.25
849,meganlewis,christopher81@fernandez-hernandez.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4786.86,78,50502,15-11-2024,22:20:54,-107.007802,82.571828,1,Front,76,368.6
850,robert89,preilly@stevens.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1087.3,82,86191,02-07-2024,22:22:12,-29.141847,-61.715496,0,AWD,86,417.1
851,hoopernicole,kshelton@johnson.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3737.91,82,36248,06-11-2024,04:22:47,-25.213627,55.648102,0,AWD,73,354.05
852,jbrown,ljoyce@yahoo.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4805.86,83.9,92679,10-04-2024,19:19:28,53.985193,34.214568,0,Rear,77,373.45
853,ufisher,brittneyjones@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3368.29,78,71383,30-08-2024,23:08:12,121.856748,-27.267734,1,Front,64,310.4
854,dcurry,brandy57@brown.org,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,2881.06,82,93851,31-08-2024,13:53:32,59.888326,46.935736,1,AWD,84,407.4
855,nserrano,hjenkins@gmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4896.49,83.9,20889,07-01-2024,22:15:39,-83.161613,-18.131436,1,Rear,43,208.55
856,pmiller,whiteshari@hotmail.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4601.17,83.9,79488,11-01-2024,07:27:56,144.491788,-52.126156,0,Rear,73,354.05
857,paynelindsay,sarahholland@mills.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,1713.51,78,67445,24-10-2024,23:48:48,28.162609,43.580409,0,Front,85,412.25
858,zsmith,marksbrandon@hotmail.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2837.97,78,17796,26-03-2024,12:05:27,9.51477,14.414418,0,Front,65,315.25
859,bridgetthomas,joshuamccarthy@spears.info,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3937.89,82,6559,04-04-2024,18:59:22,148.66993,-30.318694,1,AWD,62,300.7
860,fishermark,wendylee@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3773.31,82,91008,22-06-2024,19:41:10,18.695401,78.161584,1,AWD,65,315.25
861,vramos,marybarrett@garcia.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,1128.57,83.9,83354,17-01-2024,22:27:21,-163.18606,-34.631021,1,Rear,76,368.6
862,scott05,warrenchristine@wiley.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4822.22,83.9,35026,18-01-2024,09:53:02,73.550887,33.058565,1,Rear,80,388
863,danieljones,pam01@mayer.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3977.77,82,6952,18-03-2024,21:01:45,174.007931,-45.086578,1,AWD,82,397.7
864,owilson,manningbrandi@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,4447.17,82,59527,27-08-2024,13:09:16,59.287687,-34.542822,1,AWD,69,334.65
865,russodouglas,michael84@yahoo.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1089.65,82,54504,02-07-2024,09:33:58,-73.799838,-69.097809,1,AWD,35,169.75
866,hermanveronica,bmckay@gmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,3187.85,82,57124,25-03-2024,07:10:13,-162.334956,28.839029,1,AWD,68,329.8
867,timothy78,kellysierra@chavez-stark.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4929.7,83.9,92684,16-09-2024,05:08:51,-17.779178,-64.194161,1,Rear,32,155.2
868,ghall,jennifertaylor@gmail.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3732.41,82,43941,05-08-2024,20:48:01,113.616524,85.67609,0,AWD,43,208.55
869,dawn33,christopher51@reed.org,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,4342.83,83.9,57236,05-11-2024,04:02:23,75.172286,20.219727,0,Rear,72,349.2
870,tlozano,tbradford@yahoo.com,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,2630.05,78,51458,09-03-2024,13:06:41,47.277689,-85.809305,0,Front,74,358.9
871,julia95,dorseytony@hotmail.com,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1009.18,82,80423,14-02-2024,20:18:25,-141.91186,48.701815,1,AWD,57,276.45
872,asmith,chasebeck@cunningham-jones.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2562.87,82,13461,29-03-2024,06:36:46,-174.155061,-78.247192,0,AWD,80,388
873,mary76,lisa37@roberts-fitzgerald.com,Driver,BMW,5.7,190,470,250,430,4783,1852,1448,2856,2605,555,470,5,2037.56,83.9,78028,10-11-2024,23:39:40,14.267726,-41.614388,1,Rear,46,223.1
874,oroberts,kellijohnson@coleman.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4910.53,82,98687,12-01-2024,03:09:42,-99.784848,-19.104068,0,Rear,95,460.75
875,lmann,robertchavez@greene.biz,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,4195.35,78,54746,18-06-2024,16:40:00,-132.785784,-58.56937,0,Front,58,281.3
876,wendyfrancis,gordon02@anderson.com,Driver,Volkswagen,7.9,160,450,150,310,4261,1809,1568,2771,2300,447,385,5,4835.92,82,35715,26-08-2024,08:11:25,155.401625,64.923541,1,Rear,90,436.5
877,jonesvanessa,aspencer@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,3842.07,82,47435,27-08-2024,23:33:00,117.976884,72.033282,1,AWD,69,334.65
878,wellsshaun,edward44@martinez-carter.org,Driver,Tesla1,4.4,233,485,366,493,4694,1849,1443,2875,2232,388,561,5,1664.74,82,22023,23-03-2024,07:02:29,-176.096173,-50.579308,0,AWD,76,368.6
879,bryan46,ikeith@yahoo.com,Driver,Tesla2,3.3,261,460,377,660,4694,1849,1443,2875,2232,388,561,5,2040.76,82,7388,12-02-2024,00:30:12,112.090835,13.995022,1,AWD,68,329.8
880,tracyanderson,bradleykimberly@moss-day.org,Driver,Polestar,7.4,160,425,170,330,4607,1800,1479,2735,2490,496,405,5,3269.41,78,83562,10-05-2024,19:14:07,-20.893664,-3.899773,0,Front,34,164.9
